problem,n_var,run_idx,seed,algorithm,IGD,HV
zdt4,10,21,63,NSGAII_SDR_OLS,1.870654250247347,0.0
zdt4,10,21,63,CE_MOEA,0.13489632013189568,0.6644004105198938
zdt4,10,22,64,OADE_NSGAII,0.006991117869886737,0.864448277389358
zdt4,10,22,64,NSGAII_SDR_OLS,14.402000594504404,0.0
zdt4,10,22,64,CE_MOEA,0.13844064330378175,0.6614591229726029
zdt4,10,23,65,OADE_NSGAII,0.005831850124272013,0.8663347051800893
zdt4,10,23,65,NSGAII_SDR_OLS,0.9765803010330987,0.0
zdt4,10,23,65,CE_MOEA,0.30854284106101015,0.42108024519060405
zdt4,10,24,66,OADE_NSGAII,0.007584479570511935,0.8636209319316339
zdt4,10,24,66,NSGAII_SDR_OLS,5.360013608683972,0.0
zdt4,10,24,66,CE_MOEA,0.2426222886344549,0.5060938368814178
zdt4,10,25,67,OADE_NSGAII,0.004211542107643742,0.8700494306603643
zdt4,10,25,67,NSGAII_SDR_OLS,2.1539987155986573,0.0
zdt4,10,25,67,CE_MOEA,0.3184282126458609,0.40067068402455763
zdt4,10,26,68,OADE_NSGAII,0.0051091053880279935,0.8679429396383641
zdt4,10,26,68,NSGAII_SDR_OLS,3.5071298163058793,0.0
zdt4,10,26,68,CE_MOEA,0.5092822601358232,0.20911364842176935
zdt4,10,27,69,OADE_NSGAII,0.007686401280738069,0.8664530451922974
zdt4,10,27,69,NSGAII_SDR_OLS,2.1550208092781404,0.0
zdt4,10,27,69,CE_MOEA,0.006234065966529254,0.866065616580043
zdt4,10,28,70,OADE_NSGAII,0.004661774216355814,0.8687917863182396
